sensorid,time,pm1
CU-S0076,19-08-18,
CU-S0076,20-08-18,
CU-S0076,21-08-18,
CU-S0076,22-08-18,
CU-S0076,23-08-18,
CU-S0076,24-08-18,
CU-S0076,25-08-18,
CU-S0076,26-08-18,
CU-S0076,27-08-18,
CU-S0076,28-08-18,
CU-S0076,29-08-18,
CU-S0076,30-08-18,
CU-S0076,31-08-18,
CU-S0076,01-09-18,
CU-S0076,02-09-18,
CU-S0076,03-09-18,
CU-S0076,04-09-18,
CU-S0076,05-09-18,
CU-S0076,06-09-18,
CU-S0076,07-09-18,
CU-S0076,08-09-18,
CU-S0076,09-09-18,
CU-S0076,10-09-18,
CU-S0076,11-09-18,
CU-S0076,12-09-18,
CU-S0076,13-09-18,
CU-S0076,14-09-18,
CU-S0076,15-09-18,
CU-S0076,16-09-18,
CU-S0076,17-09-18,
CU-S0076,18-09-18,
CU-S0076,19-09-18,
CU-S0076,20-09-18,
CU-S0076,21-09-18,
CU-S0076,22-09-18,
CU-S0076,23-09-18,
CU-S0076,24-09-18,
CU-S0076,25-09-18,
CU-S0076,26-09-18,
CU-S0076,27-09-18,
CU-S0076,28-09-18,
CU-S0076,29-09-18,
CU-S0077,31-01-18,
CU-S0077,01-02-18,
CU-S0077,02-02-18,
CU-S0077,03-02-18,
CU-S0077,04-02-18,
CU-S0077,05-02-18,
CU-S0077,06-02-18,
CU-S0077,07-02-18,
CU-S0077,08-02-18,
CU-S0077,09-02-18,
CU-S0077,10-02-18,
CU-S0077,11-02-18,
CU-S0077,12-02-18,
CU-S0077,13-02-18,
CU-S0077,14-02-18,
CU-S0077,15-02-18,
CU-S0077,16-02-18,
CU-S0077,17-02-18,
CU-S0077,18-02-18,
CU-S0077,19-02-18,
CU-S0077,20-02-18,
CU-S0077,21-02-18,
CU-S0077,22-02-18,
CU-S0077,23-02-18,
CU-S0077,24-02-18,
CU-S0077,25-02-18,
CU-S0077,26-02-18,
CU-S0077,27-02-18,
CU-S0077,28-02-18,
CU-S0077,01-03-18,
CU-S0077,02-03-18,
CU-S0077,03-03-18,
CU-S0077,04-03-18,
CU-S0077,05-03-18,
CU-S0077,06-03-18,
CU-S0077,07-03-18,
CU-S0077,08-03-18,
CU-S0077,09-03-18,
CU-S0077,10-03-18,
CU-S0077,11-03-18,
CU-S0077,12-03-18,
CU-S0077,13-03-18,
CU-S0077,14-03-18,
CU-S0077,15-03-18,
CU-S0077,16-03-18,
CU-S0077,17-03-18,
CU-S0077,18-03-18,
CU-S0077,19-03-18,
CU-S0077,20-03-18,
CU-S0077,21-03-18,
CU-S0077,22-03-18,
CU-S0077,23-03-18,
CU-S0077,24-03-18,
CU-S0077,25-03-18,
CU-S0077,26-03-18,
CU-S0077,27-03-18,
CU-S0077,28-03-18,
CU-S0077,29-03-18,
CU-S0077,30-03-18,51.75
CU-S0077,31-03-18,
CU-S0077,01-04-18,
CU-S0077,02-04-18,
CU-S0077,03-04-18,
CU-S0077,04-04-18,
CU-S0077,05-04-18,
CU-S0077,06-04-18,
CU-S0077,07-04-18,
CU-S0077,08-04-18,
CU-S0077,09-04-18,
CU-S0077,10-04-18,
CU-S0077,11-04-18,
CU-S0077,12-04-18,
CU-S0077,13-04-18,
CU-S0077,14-04-18,
CU-S0077,15-04-18,
CU-S0077,16-04-18,
CU-S0077,17-04-18,
CU-S0077,18-04-18,
CU-S0077,19-04-18,
CU-S0077,20-04-18,
CU-S0077,21-04-18,
CU-S0077,22-04-18,
CU-S0077,23-04-18,
CU-S0077,24-04-18,
CU-S0077,25-04-18,
CU-S0077,26-04-18,
CU-S0077,27-04-18,
CU-S0077,28-04-18,
CU-S0077,29-04-18,
CU-S0077,30-04-18,
CU-S0077,01-05-18,
CU-S0077,02-05-18,
CU-S0077,03-05-18,
CU-S0077,04-05-18,
CU-S0077,05-05-18,
CU-S0077,06-05-18,
CU-S0077,07-05-18,
CU-S0077,08-05-18,
CU-S0077,09-05-18,
CU-S0077,10-05-18,
CU-S0077,11-05-18,
CU-S0077,12-05-18,
CU-S0077,13-05-18,
CU-S0077,14-05-18,
CU-S0077,15-05-18,
CU-S0077,16-05-18,
CU-S0077,17-05-18,
CU-S0077,18-05-18,
CU-S0077,19-05-18,
CU-S0077,20-05-18,
CU-S0077,21-05-18,
CU-S0077,22-05-18,
CU-S0077,23-05-18,
CU-S0077,24-05-18,
CU-S0077,25-05-18,
CU-S0077,26-05-18,
CU-S0077,27-05-18,
CU-S0077,28-05-18,
CU-S0077,29-05-18,
CU-S0077,30-05-18,
CU-S0077,31-05-18,
CU-S0077,01-06-18,
CU-S0077,02-06-18,
CU-S0077,03-06-18,
CU-S0077,04-06-18,
CU-S0077,05-06-18,
CU-S0077,06-06-18,
CU-S0077,07-06-18,
CU-S0077,08-06-18,
CU-S0077,09-06-18,
CU-S0077,10-06-18,
CU-S0077,11-06-18,
CU-S0077,12-06-18,
CU-S0077,13-06-18,
CU-S0077,14-06-18,2.985714286
CU-S0077,15-06-18,
CU-S0077,16-06-18,
CU-S0077,17-06-18,
CU-S0077,18-06-18,
CU-S0077,19-06-18,
CU-S0077,20-06-18,
CU-S0077,21-06-18,
CU-S0077,22-06-18,
CU-S0077,23-06-18,
CU-S0077,24-06-18,
CU-S0077,25-06-18,
CU-S0077,26-06-18,
CU-S0077,27-06-18,
CU-S0077,28-06-18,
CU-S0077,29-06-18,
CU-S0077,30-06-18,
CU-S0077,01-07-18,
CU-S0077,02-07-18,
CU-S0077,03-07-18,
CU-S0077,04-07-18,
CU-S0077,05-07-18,
CU-S0077,06-07-18,
CU-S0077,07-07-18,
CU-S0077,08-07-18,
CU-S0077,09-07-18,
CU-S0077,10-07-18,
CU-S0077,11-07-18,
CU-S0077,12-07-18,
CU-S0077,13-07-18,
CU-S0077,14-07-18,
CU-S0077,15-07-18,
CU-S0077,16-07-18,
CU-S0077,17-07-18,
CU-S0077,18-07-18,
CU-S0077,19-07-18,
CU-S0077,20-07-18,
CU-S0077,21-07-18,
CU-S0077,22-07-18,
CU-S0077,23-07-18,
CU-S0077,24-07-18,
CU-S0077,25-07-18,
CU-S0077,26-07-18,
CU-S0077,27-07-18,
CU-S0077,28-07-18,
CU-S0077,29-07-18,
CU-S0077,30-07-18,
CU-S0077,31-07-18,
CU-S0077,01-08-18,
CU-S0077,02-08-18,
CU-S0077,03-08-18,
CU-S0077,04-08-18,
CU-S0077,05-08-18,
CU-S0077,06-08-18,
CU-S0077,07-08-18,
CU-S0077,08-08-18,
CU-S0077,09-08-18,
CU-S0077,10-08-18,
CU-S0077,11-08-18,
CU-S0077,12-08-18,
CU-S0077,13-08-18,
CU-S0077,14-08-18,
CU-S0077,15-08-18,
CU-S0077,16-08-18,
CU-S0077,17-08-18,
CU-S0077,18-08-18,
CU-S0077,19-08-18,
CU-S0077,20-08-18,
CU-S0077,21-08-18,
CU-S0077,22-08-18,
CU-S0077,23-08-18,
CU-S0077,24-08-18,
CU-S0077,25-08-18,
CU-S0077,26-08-18,
CU-S0077,27-08-18,
CU-S0077,28-08-18,
CU-S0077,29-08-18,
CU-S0077,30-08-18,
CU-S0077,31-08-18,
CU-S0077,01-09-18,
CU-S0077,02-09-18,
CU-S0077,03-09-18,
CU-S0077,04-09-18,
CU-S0077,05-09-18,
CU-S0077,06-09-18,
CU-S0077,07-09-18,
CU-S0077,08-09-18,
CU-S0077,09-09-18,
CU-S0077,10-09-18,
CU-S0077,11-09-18,
CU-S0077,12-09-18,
CU-S0077,13-09-18,
CU-S0077,14-09-18,
CU-S0077,15-09-18,
CU-S0077,16-09-18,
CU-S0077,17-09-18,
CU-S0077,18-09-18,
CU-S0077,19-09-18,
CU-S0077,20-09-18,
CU-S0077,21-09-18,
CU-S0077,22-09-18,
CU-S0077,23-09-18,
CU-S0077,24-09-18,
CU-S0077,25-09-18,
CU-S0077,26-09-18,
CU-S0077,27-09-18,
CU-S0077,28-09-18,
CU-S0077,29-09-18,
CU-S0078,31-01-18,
CU-S0078,01-02-18,
CU-S0078,02-02-18,
CU-S0078,03-02-18,
CU-S0078,04-02-18,
CU-S0078,05-02-18,
CU-S0078,06-02-18,
CU-S0078,07-02-18,
CU-S0078,08-02-18,
CU-S0078,09-02-18,
CU-S0078,10-02-18,
CU-S0078,11-02-18,
CU-S0078,12-02-18,
CU-S0078,13-02-18,
CU-S0078,14-02-18,
CU-S0078,15-02-18,
CU-S0078,16-02-18,
CU-S0078,17-02-18,
CU-S0078,18-02-18,
CU-S0078,19-02-18,
CU-S0078,20-02-18,
CU-S0078,21-02-18,
CU-S0078,22-02-18,
CU-S0078,23-02-18,
CU-S0078,24-02-18,
CU-S0078,25-02-18,
CU-S0078,26-02-18,
CU-S0078,27-02-18,
CU-S0078,28-02-18,0
CU-S0078,01-03-18,41.33
CU-S0078,02-03-18,
CU-S0078,03-03-18,
CU-S0078,04-03-18,
CU-S0078,05-03-18,
CU-S0078,06-03-18,
CU-S0078,07-03-18,
CU-S0078,08-03-18,
CU-S0078,09-03-18,
CU-S0078,10-03-18,
CU-S0078,11-03-18,
CU-S0078,12-03-18,
CU-S0078,13-03-18,
CU-S0078,14-03-18,
CU-S0078,15-03-18,
CU-S0078,16-03-18,
CU-S0078,17-03-18,
CU-S0078,18-03-18,
CU-S0078,19-03-18,
CU-S0078,20-03-18,71.60185714
CU-S0078,21-03-18,68.83854167
CU-S0078,22-03-18,66.68689895
CU-S0078,23-03-18,80.9028169
CU-S0078,24-03-18,86.83510638
CU-S0078,25-03-18,
CU-S0078,26-03-18,55.89008696
CU-S0078,27-03-18,
CU-S0078,28-03-18,49.98274809
CU-S0078,29-03-18,53.65843206
CU-S0078,30-03-18,59.29868996
CU-S0078,31-03-18,41.3597561
CU-S0078,01-04-18,
CU-S0078,02-04-18,36.21915094
CU-S0078,03-04-18,35.72715447
CU-S0078,04-04-18,31.15798611
CU-S0078,05-04-18,26.68254144
CU-S0078,06-04-18,
CU-S0078,07-04-18,10.07917808
CU-S0078,08-04-18,19.27687898
CU-S0078,09-04-18,21.06896552
CU-S0078,10-04-18,
CU-S0078,11-04-18,
CU-S0078,12-04-18,69.30549451
CU-S0078,13-04-18,65.95486111
CU-S0078,14-04-18,71.12083333
CU-S0078,15-04-18,120.464
CU-S0078,16-04-18,
CU-S0078,17-04-18,
CU-S0078,18-04-18,16.99661654
CU-S0078,19-04-18,22.5747619
CU-S0078,20-04-18,32.59404181
CU-S0078,21-04-18,46.99163763
CU-S0078,22-04-18,57.18709677
CU-S0078,23-04-18,
CU-S0078,24-04-18,
CU-S0078,25-04-18,32.10623762
CU-S0078,26-04-18,19.67142857
CU-S0078,27-04-18,
CU-S0078,28-04-18,
CU-S0078,29-04-18,
CU-S0078,30-04-18,4.412047244
CU-S0078,01-05-18,7.395486111
CU-S0078,02-05-18,3.773263889
CU-S0078,03-05-18,6.836470588
CU-S0078,04-05-18,7.468525896
CU-S0078,05-05-18,8.926794258
CU-S0078,06-05-18,
CU-S0078,07-05-18,
CU-S0078,08-05-18,29.80934066
CU-S0078,09-05-18,36.38
CU-S0078,10-05-18,22.85625
CU-S0078,11-05-18,17.59924528
CU-S0078,12-05-18,17.255
CU-S0078,13-05-18,
CU-S0078,14-05-18,
CU-S0078,15-05-18,19.78742222
CU-S0078,16-05-18,22.91345029
CU-S0078,17-05-18,4.337573222
CU-S0078,18-05-18,7.996027875
CU-S0078,19-05-18,15.2534965
CU-S0078,20-05-18,13.14236111
CU-S0078,21-05-18,18.63066202
CU-S0078,22-05-18,18.1195122
CU-S0078,23-05-18,16.45171875
CU-S0078,24-05-18,11.55225225
CU-S0078,25-05-18,16.49513889
CU-S0078,26-05-18,10.15625
CU-S0078,27-05-18,5.995833333
CU-S0078,28-05-18,5.094556962
CU-S0078,29-05-18,3.430773196
CU-S0078,30-05-18,6.505208333
CU-S0078,31-05-18,6.2528223
CU-S0078,01-06-18,11.95634146
CU-S0078,02-06-18,10.92118056
CU-S0078,03-06-18,13.05798611
CU-S0078,04-06-18,12.05916667
CU-S0078,05-06-18,12.78822581
CU-S0078,06-06-18,
CU-S0078,07-06-18,6.274343066
CU-S0078,08-06-18,4.335958188
CU-S0078,09-06-18,4.875443038
CU-S0078,10-06-18,5.316319444
CU-S0078,11-06-18,4.328819444
CU-S0078,12-06-18,4.325694444
CU-S0078,13-06-18,5.503680556
CU-S0078,14-06-18,4.6540625
CU-S0078,15-06-18,6.598611111
CU-S0078,16-06-18,8.386111111
CU-S0078,17-06-18,13.32272727
CU-S0078,18-06-18,15.30413636
CU-S0078,19-06-18,16.62538194
CU-S0078,20-06-18,9.608333333
CU-S0078,21-06-18,
CU-S0078,22-06-18,12.16021505
CU-S0078,23-06-18,7.884375
CU-S0078,24-06-18,3.702430556
CU-S0078,25-06-18,3.578850575
CU-S0078,26-06-18,4.367894737
CU-S0078,27-06-18,0.843269231
CU-S0078,28-06-18,7.158192771
CU-S0078,29-06-18,4.630123967
CU-S0078,30-06-18,5.010801394
CU-S0078,01-07-18,4.000347222
CU-S0078,02-07-18,7.669230769
CU-S0078,03-07-18,4.779619048
CU-S0078,04-07-18,5.9619
CU-S0078,05-07-18,7.981533101
CU-S0078,06-07-18,6.460278746
CU-S0078,07-07-18,4.351428571
CU-S0078,08-07-18,
CU-S0078,09-07-18,6.080894309
CU-S0078,10-07-18,4.653784861
CU-S0078,11-07-18,
CU-S0078,12-07-18,
CU-S0078,13-07-18,4.504784483
CU-S0078,14-07-18,4.385763889
CU-S0078,15-07-18,4.909375
CU-S0078,16-07-18,7.776062718
CU-S0078,17-07-18,1.93
CU-S0078,18-07-18,2.417391304
CU-S0078,19-07-18,2.401945525
CU-S0078,20-07-18,
CU-S0078,21-07-18,5.657058824
CU-S0078,22-07-18,3.643902439
CU-S0078,23-07-18,3.550526316
CU-S0078,24-07-18,5.440451389
CU-S0078,25-07-18,7.620138889
CU-S0078,26-07-18,6.777489177
CU-S0078,27-07-18,
CU-S0078,28-07-18,
CU-S0078,29-07-18,
CU-S0078,30-07-18,
CU-S0078,31-07-18,2.718333333
CU-S0078,01-08-18,9.350588235
CU-S0078,02-08-18,9.770034843
CU-S0078,03-08-18,11.6196875
CU-S0078,04-08-18,7.541714286
CU-S0078,05-08-18,6.506837607
CU-S0078,06-08-18,11.74618056
CU-S0078,07-08-18,14.05470383
CU-S0078,08-08-18,10.20381944
CU-S0078,09-08-18,6.887847222
CU-S0078,10-08-18,6.096825397
CU-S0078,11-08-18,
CU-S0078,12-08-18,
CU-S0078,13-08-18,
CU-S0078,14-08-18,
CU-S0078,15-08-18,
CU-S0078,16-08-18,12.46066116
CU-S0078,17-08-18,2.65045045
CU-S0078,18-08-18,1.730344828
CU-S0078,19-08-18,4.702797203
CU-S0078,20-08-18,5.430174216
CU-S0078,21-08-18,5.522569444
CU-S0078,22-08-18,6.87474026
CU-S0078,23-08-18,
CU-S0078,24-08-18,4.166808511
CU-S0078,25-08-18,3.302777778
CU-S0078,26-08-18,4.167132867
CU-S0078,27-08-18,3.848148148
CU-S0078,28-08-18,4.824181034
CU-S0078,29-08-18,9.428819444
CU-S0078,30-08-18,8.348263889
CU-S0078,31-08-18,7.964930556
CU-S0078,01-09-18,10.275
CU-S0078,02-09-18,11.46875
CU-S0078,03-09-18,3.751736111
CU-S0078,04-09-18,6.465972222
CU-S0078,05-09-18,4.223622047
CU-S0078,06-09-18,
CU-S0078,07-09-18,
CU-S0078,08-09-18,
CU-S0078,09-09-18,7.190779817
CU-S0078,10-09-18,7.3271777
CU-S0078,11-09-18,12.23843137
CU-S0078,12-09-18,10.24092593
CU-S0078,13-09-18,
CU-S0078,14-09-18,
CU-S0078,15-09-18,14.07864253
CU-S0078,16-09-18,14.53154386
CU-S0078,17-09-18,17.15620209
CU-S0078,18-09-18,7.4625
CU-S0078,19-09-18,
CU-S0078,20-09-18,9.914107143
CU-S0078,21-09-18,9.358
CU-S0078,22-09-18,13.80763889
CU-S0078,23-09-18,10.71171548
CU-S0078,24-09-18,
CU-S0078,25-09-18,17.80337037
CU-S0078,26-09-18,16.71513158
CU-S0078,27-09-18,15.84440476
CU-S0078,28-09-18,18.26770833
CU-S0078,29-09-18,12.01323529
CU-S0079,31-01-18,
CU-S0079,01-02-18,
CU-S0079,02-02-18,
CU-S0079,03-02-18,
CU-S0079,04-02-18,
CU-S0079,05-02-18,
CU-S0079,06-02-18,
CU-S0079,07-02-18,
CU-S0079,08-02-18,
CU-S0079,09-02-18,
CU-S0079,10-02-18,
CU-S0079,11-02-18,
CU-S0079,12-02-18,27.93318584
CU-S0079,13-02-18,35.36513889
CU-S0079,14-02-18,44.04554007
CU-S0079,15-02-18,40.52291667
CU-S0079,16-02-18,41.38205128
CU-S0079,17-02-18,37.7528
CU-S0079,18-02-18,49.16821705
CU-S0079,19-02-18,42.23304527
CU-S0079,20-02-18,40.18847716
CU-S0079,21-02-18,29.95393728
CU-S0079,22-02-18,33.36
CU-S0079,23-02-18,15.8016129
CU-S0079,24-02-18,
CU-S0079,25-02-18,
CU-S0079,26-02-18,18.48231788
CU-S0079,27-02-18,18.60201031
CU-S0079,28-02-18,
CU-S0079,01-03-18,
CU-S0079,02-03-18,28.83825279
CU-S0079,03-03-18,32.23993056
CU-S0079,04-03-18,42.54305556
CU-S0079,05-03-18,81.38014035
CU-S0079,06-03-18,60.02229592
CU-S0079,07-03-18,68.79717391
CU-S0079,08-03-18,39.71257937
CU-S0079,09-03-18,20.88414634
CU-S0079,10-03-18,32.88611111
CU-S0079,11-03-18,54.39649123
CU-S0079,12-03-18,58.15631579
CU-S0079,13-03-18,38.35206186
CU-S0079,14-03-18,53.22246528
CU-S0079,15-03-18,53.04851852
CU-S0079,16-03-18,47.17612717
CU-S0079,17-03-18,
CU-S0079,18-03-18,
CU-S0079,19-03-18,47.31146739
CU-S0079,20-03-18,78.98324675
CU-S0079,21-03-18,52.79335664
CU-S0079,22-03-18,45.67307692
CU-S0079,23-03-18,44.15342657
CU-S0079,24-03-18,48.13819444
CU-S0079,25-03-18,57.446875
CU-S0079,26-03-18,56.09738516
CU-S0079,27-03-18,41.9627972
CU-S0079,28-03-18,43.07986111
CU-S0079,29-03-18,37.60547038
CU-S0079,30-03-18,37.38515679
CU-S0079,31-03-18,34.5
CU-S0079,01-04-18,
CU-S0079,02-04-18,31.7465
CU-S0079,03-04-18,31.91393305
CU-S0079,04-04-18,31.07954198
CU-S0079,05-04-18,26.95552486
CU-S0079,06-04-18,
CU-S0079,07-04-18,
CU-S0079,08-04-18,
CU-S0079,09-04-18,20.59262673
CU-S0079,10-04-18,32.11085106
CU-S0079,11-04-18,48.50452962
CU-S0079,12-04-18,50.48229167
CU-S0079,13-04-18,48.7271777
CU-S0079,14-04-18,48.18611111
CU-S0079,15-04-18,47.96993464
CU-S0079,16-04-18,
CU-S0079,17-04-18,18.95
CU-S0079,18-04-18,17.17140562
CU-S0079,19-04-18,28.06989247
CU-S0079,20-04-18,30.26631579
CU-S0079,21-04-18,32.75590278
CU-S0079,22-04-18,32.74636364
CU-S0079,23-04-18,46.56842697
CU-S0079,24-04-18,45.75680851
CU-S0079,25-04-18,32.10053191
CU-S0079,26-04-18,22.87727273
CU-S0079,27-04-18,
CU-S0079,28-04-18,
CU-S0079,29-04-18,
CU-S0079,30-04-18,
CU-S0079,01-05-18,2.983144105
CU-S0079,02-05-18,2.538387097
CU-S0079,03-05-18,6.475918367
CU-S0079,04-05-18,
CU-S0079,05-05-18,
CU-S0079,06-05-18,
CU-S0079,07-05-18,20.81512821
CU-S0079,08-05-18,25.85378151
CU-S0079,09-05-18,24.26522124
CU-S0079,10-05-18,24.08806818
CU-S0079,11-05-18,17.3607265
CU-S0079,12-05-18,11.40381944
CU-S0079,13-05-18,8.922222222
CU-S0079,14-05-18,
CU-S0079,15-05-18,
CU-S0079,16-05-18,15.56892308
CU-S0079,17-05-18,7.444939271
CU-S0079,18-05-18,10.74415929
CU-S0079,19-05-18,
CU-S0079,20-05-18,
CU-S0079,21-05-18,14.80509804
CU-S0079,22-05-18,14.02496063
CU-S0079,23-05-18,12.41650685
CU-S0079,24-05-18,11.69134328
CU-S0079,25-05-18,8.220864865
CU-S0079,26-05-18,
CU-S0079,27-05-18,
CU-S0079,28-05-18,2.084545455
CU-S0079,29-05-18,
CU-S0079,30-05-18,5.122977099
CU-S0079,31-05-18,4.55075
CU-S0079,01-06-18,4.739020619
CU-S0079,02-06-18,7.675238095
CU-S0079,03-06-18,
CU-S0079,04-06-18,8.556666667
CU-S0079,05-06-18,7.640366972
CU-S0079,06-06-18,6.674444444
CU-S0079,07-06-18,4.63483871
CU-S0079,08-06-18,
CU-S0079,09-06-18,
CU-S0079,10-06-18,
CU-S0079,11-06-18,
CU-S0079,12-06-18,
CU-S0079,13-06-18,
CU-S0079,14-06-18,
CU-S0079,15-06-18,
CU-S0079,16-06-18,
CU-S0079,17-06-18,
CU-S0079,18-06-18,
CU-S0079,19-06-18,
CU-S0079,20-06-18,
CU-S0079,21-06-18,
CU-S0079,22-06-18,
CU-S0079,23-06-18,
CU-S0079,24-06-18,
CU-S0079,25-06-18,
CU-S0079,26-06-18,
CU-S0079,27-06-18,
CU-S0079,28-06-18,
CU-S0079,29-06-18,
CU-S0079,30-06-18,
CU-S0079,01-07-18,
CU-S0079,02-07-18,
CU-S0079,03-07-18,
CU-S0079,04-07-18,
CU-S0079,05-07-18,
CU-S0079,06-07-18,
CU-S0079,07-07-18,
CU-S0079,08-07-18,
CU-S0079,09-07-18,
CU-S0079,10-07-18,
CU-S0079,11-07-18,
CU-S0079,12-07-18,
CU-S0079,13-07-18,
CU-S0079,14-07-18,
CU-S0079,15-07-18,
CU-S0079,16-07-18,
CU-S0079,17-07-18,
CU-S0079,18-07-18,
CU-S0079,19-07-18,
CU-S0079,20-07-18,
CU-S0079,21-07-18,
CU-S0079,22-07-18,
CU-S0079,23-07-18,
CU-S0079,24-07-18,
CU-S0079,25-07-18,
CU-S0079,26-07-18,
CU-S0079,27-07-18,
CU-S0079,28-07-18,
CU-S0079,29-07-18,
CU-S0079,30-07-18,
CU-S0079,31-07-18,
CU-S0079,01-08-18,
CU-S0079,02-08-18,
CU-S0079,03-08-18,
CU-S0079,04-08-18,
CU-S0079,05-08-18,
CU-S0079,06-08-18,
CU-S0079,07-08-18,
CU-S0079,08-08-18,
CU-S0079,09-08-18,
CU-S0079,10-08-18,
CU-S0079,11-08-18,
CU-S0079,12-08-18,
CU-S0079,13-08-18,
CU-S0079,14-08-18,
CU-S0079,15-08-18,
CU-S0079,16-08-18,
CU-S0079,17-08-18,
CU-S0079,18-08-18,
CU-S0079,19-08-18,
CU-S0079,20-08-18,
CU-S0079,21-08-18,
CU-S0079,22-08-18,
CU-S0079,23-08-18,
CU-S0079,24-08-18,
CU-S0079,25-08-18,
CU-S0079,26-08-18,
CU-S0079,27-08-18,
CU-S0079,28-08-18,
CU-S0079,29-08-18,
CU-S0079,30-08-18,
CU-S0079,31-08-18,
CU-S0079,01-09-18,
CU-S0079,02-09-18,
CU-S0079,03-09-18,
CU-S0079,04-09-18,
CU-S0079,05-09-18,
CU-S0079,06-09-18,
CU-S0079,07-09-18,
CU-S0079,08-09-18,
CU-S0079,09-09-18,
CU-S0079,10-09-18,
CU-S0079,11-09-18,
CU-S0079,12-09-18,
CU-S0079,13-09-18,
CU-S0079,14-09-18,
CU-S0079,15-09-18,
CU-S0079,16-09-18,
CU-S0079,17-09-18,
CU-S0079,18-09-18,
CU-S0079,19-09-18,
CU-S0079,20-09-18,
CU-S0079,21-09-18,
CU-S0079,22-09-18,
CU-S0079,23-09-18,
CU-S0079,24-09-18,
CU-S0079,25-09-18,
CU-S0079,26-09-18,
CU-S0079,27-09-18,
CU-S0079,28-09-18,
CU-S0079,29-09-18,
CU-S0080,31-01-18,
CU-S0080,01-02-18,
CU-S0080,02-02-18,
CU-S0080,03-02-18,
CU-S0080,04-02-18,
CU-S0080,05-02-18,
CU-S0080,06-02-18,
CU-S0080,07-02-18,34.1000032
CU-S0080,08-02-18,
CU-S0080,09-02-18,
CU-S0080,10-02-18,
CU-S0080,11-02-18,
CU-S0080,12-02-18,
CU-S0080,13-02-18,
CU-S0080,14-02-18,
CU-S0080,15-02-18,
CU-S0080,16-02-18,
CU-S0080,17-02-18,
CU-S0080,18-02-18,
CU-S0080,19-02-18,
CU-S0080,20-02-18,
CU-S0080,21-02-18,
CU-S0080,22-02-18,
CU-S0080,23-02-18,14.61166667
CU-S0080,24-02-18,20.28289294
CU-S0080,25-02-18,24.25801394
CU-S0080,26-02-18,17.29543554
CU-S0080,27-02-18,23.7408156
CU-S0080,28-02-18,29.88118421
CU-S0080,01-03-18,
CU-S0080,02-03-18,
CU-S0080,03-03-18,22.591875
CU-S0080,04-03-18,
CU-S0080,05-03-18,
CU-S0080,06-03-18,
CU-S0080,07-03-18,
CU-S0080,08-03-18,
CU-S0080,09-03-18,
CU-S0080,10-03-18,
CU-S0080,11-03-18,
CU-S0080,12-03-18,
CU-S0080,13-03-18,
CU-S0080,14-03-18,
CU-S0080,15-03-18,
CU-S0080,16-03-18,
CU-S0080,17-03-18,
CU-S0080,18-03-18,
CU-S0080,19-03-18,
CU-S0080,20-03-18,
CU-S0080,21-03-18,
CU-S0080,22-03-18,
CU-S0080,23-03-18,
CU-S0080,24-03-18,
CU-S0080,25-03-18,
CU-S0080,26-03-18,
CU-S0080,27-03-18,
CU-S0080,28-03-18,
CU-S0080,29-03-18,
CU-S0080,30-03-18,
CU-S0080,31-03-18,
CU-S0080,01-04-18,
CU-S0080,02-04-18,
CU-S0080,03-04-18,
CU-S0080,04-04-18,29.37042857
CU-S0080,05-04-18,22.63363636
CU-S0080,06-04-18,21.24235915
CU-S0080,07-04-18,8.307142857
CU-S0080,08-04-18,9.965103093
CU-S0080,09-04-18,13.50648649
CU-S0080,10-04-18,23.64696498
CU-S0080,11-04-18,
CU-S0080,12-04-18,
CU-S0080,13-04-18,
CU-S0080,14-04-18,
CU-S0080,15-04-18,
CU-S0080,16-04-18,12.04905797
CU-S0080,17-04-18,13.33247387
CU-S0080,18-04-18,13.26758741
CU-S0080,19-04-18,22.58185315
CU-S0080,20-04-18,21.3330303
CU-S0080,21-04-18,
CU-S0080,22-04-18,52.5504
CU-S0080,23-04-18,51.72735043
CU-S0080,24-04-18,
CU-S0080,25-04-18,
CU-S0080,26-04-18,
CU-S0080,27-04-18,13.57729412
CU-S0080,28-04-18,13.24477352
CU-S0080,29-04-18,8.730322581
CU-S0080,30-04-18,
CU-S0080,01-05-18,
CU-S0080,02-05-18,
CU-S0080,03-05-18,4.850749465
CU-S0080,04-05-18,5.895373665
CU-S0080,05-05-18,5.424
CU-S0080,06-05-18,
CU-S0080,07-05-18,
CU-S0080,08-05-18,
CU-S0080,09-05-18,
CU-S0080,10-05-18,27.23683246
CU-S0080,11-05-18,
CU-S0080,12-05-18,7.206577181
CU-S0080,13-05-18,12.14895833
CU-S0080,14-05-18,19.0684375
CU-S0080,15-05-18,14.6037037
CU-S0080,16-05-18,
CU-S0080,17-05-18,3.734883721
CU-S0080,18-05-18,7.324545455
CU-S0080,19-05-18,12.24487805
CU-S0080,20-05-18,9.92754717
CU-S0080,21-05-18,12.86335664
CU-S0080,22-05-18,19.01174194
CU-S0080,23-05-18,5.195252525
CU-S0080,24-05-18,8.838811189
CU-S0080,25-05-18,12.28428571
CU-S0080,26-05-18,
CU-S0080,27-05-18,
CU-S0080,28-05-18,
CU-S0080,29-05-18,
CU-S0080,30-05-18,
CU-S0080,31-05-18,4.588251366
CU-S0080,01-06-18,
CU-S0080,02-06-18,
CU-S0080,03-06-18,11.82786667
CU-S0080,04-06-18,12.01930556
CU-S0080,05-06-18,8.573216783
CU-S0080,06-06-18,6.64
CU-S0080,07-06-18,5.9275
